TIMESTAMP,DELTA_ACTION,DIFFERENCES,SERV_ACC_PT_ID,ACCOUNT_ID,SERVICE_ACCOUNT_ID,CUST_ID,CUST_NAME,SITE_ID,LOC_ID,ADDRESS,CITY,STATE_ABBR,ZIP,COUNTRY_NAME,BUILDING,ROOM,FLOOR,SERV_ID,PORT_STATE,SERV_NAME,CKT_ID,ACC_CKT,IOC1,MCN
2024-11-13T22:41:52.802558,deleted,,7197280,922448,758826,955706,IXKG73P8,7299296,1549597,8379 Market St,Nashville,NY,23270,USA,RTA,1,9,3076708,PEND ADD,NB-IPVPN,2298247,T1VSWE7P,X4YYOYQN,KZYMMB6X
2024-11-13T22:41:52.802558,deleted,,5491873,634858,214797,424520,7RLRY9FW,1731013,9347865,9893 Broadway,New York,TX,48228,USA,DMARC,3,28,2304310,ACTIVE,OPT-E-MAN,0517653,GQJV6CBS,9JCUQ35W,JISHALLQ
2024-11-13T22:41:52.802558,deleted,,3127100,791096,262741,469659,AN7NGAC1,3724861,6101681,3350 Main St,Dallas,TX,07197,USA,MIS,2,16,4745236,ACTIVE,OPT-E-MAN,4449194,W47Y68I7,TFXYEYJG,UL6CV6LA
2024-11-13T22:41:52.802558,deleted,,1386806,354884,610513,982529,1WHJ3JEJ,5263808,4052297,7145 Main St,Los Angeles,GA,50325,USA,RTA,8,41,0568990,PEND ADD,OPT-E-MAN,9961640,2W4N9GNI,IEGXOJ4L,2CW9GJ3O
2024-11-13T22:41:52.802558,modified,"{'STATE_ABBR': (nan, 'T846H818'), 'COUNTRY_NAME': (nan, nan)}",9596821,734480,278282,332640,EDC3E7OX,1067097,7159025,1733 Main St,Dallas,TN,84647,USA,TELCO,7,18,7672434,PEND ADD,OPT-E-MAN,3862838,6I1LB743,Q0DD3OON,H1HNDOKH
2024-11-13T22:41:52.802558,modified,"{'SITE_ID': (nan, nan), 'SERV_NAME': (nan, nan), 'ZIP': (nan, nan)}",6212365,433718,031795,680869,RSI3U9ME,0253593,5224942,7232 1st Ave,Atlanta,NY,07711,USA,RTA,6,29,7667710,PEND ADD,NB-IPVPN,4454701,OGLXA07G,DDDPBXNU,K9EOKOXS
2024-11-13T22:41:52.802558,modified,"{'COUNTRY_NAME': (nan, 'TTIYZK1K')}",1875028,182310,989450,958419,BW8IHK3C,5725624,5350580,7786 Broadway,Los Angeles,NY,06234,USA,TELCO,2,46,9846296,ACTIVE,MIS,1407578,4NXMFCTA,3WQJ72PZ,5NH5WNZ4
2024-11-14T04:41:52.802558,added,,5968239,558380,128825,989488,N34O4L6S,1914964,5681442,1319 Market St,Dallas,NY,79286,USA,TELCO,7,33,3811708,PEND ADD,OPT-E-MAN,6129099,9G6YWCCM,LVHV5SRM,RBPBS0B5
2024-11-14T04:41:52.802558,added,,8438008,543528,460721,144754,62BBBBGN,2290969,1262910,3600 1st Ave,New York,CA,29626,USA,DMARC,4,10,1738503,ACTIVE,MIS,0492144,ZL5DQXHN,0FWVOQNF,AW4T5B9E
2024-11-14T04:41:52.802558,added,,6122570,948484,220270,235982,QXC80I8P,5049760,6246274,5766 Main St,Dallas,TX,16356,USA,DMARC,7,19,3890907,ACTIVE,NB-IPVPN,5135933,R86TKYA1,NOGP5KLI,6PZZQP4L
2024-11-14T04:41:52.802558,added,,7742799,054917,672689,124660,AUE4YRMF,4716255,6240450,5506 Broadway,New York,NY,70820,USA,RTA,8,8,6850040,ACTIVE,MIS,3499264,K66SPAYP,ZIK9R61V,DBS3KR54
2024-11-14T04:41:52.802558,deleted,,1505350,193987,613231,318967,RH3PTLQR,3994199,3074981,6207 5th Ave,New York,CA,94710,USA,MIS,2,39,5149562,PEND ADD,OPT-E-MAN,1008038,KA623047,8Q9Q5GD4,EA6908LF
2024-11-14T04:41:52.802558,deleted,,4792961,416235,696702,160700,SV888YJD,2082758,0304804,414 Market St,Nashville,TX,83805,USA,TELCO,1,42,2390318,ACTIVE,MIS,9795692,MF2GHIR7,K0TTO7V0,NDX5HRGF
2024-11-14T04:41:52.802558,deleted,,2666624,055365,532130,204306,H2N35GZC,4800537,1185335,8619 Market St,New York,NY,91242,USA,TELCO,5,33,8859563,PEND ADD,MIS,5387185,AHJMIUJR,TPMMV81C,8Q0JN2XZ
2024-11-14T04:41:52.802558,modified,"{'ACCOUNT_ID': (nan, 'EKFSSM3Z')}",5760871,362258,434012,340879,RFDSN2BY,0501866,5977618,1847 Main St,Atlanta,CA,40315,USA,MIS,9,49,5251646,PEND ADD,NB-IPVPN,3156570,OF45Z5V0,7KFD9PL2,ZJAYAPS3
2024-11-14T04:41:52.802558,modified,"{'CKT_ID': (nan, 'F9IC68LF'), 'SITE_ID': (nan, nan)}",4095821,607951,368486,770491,1BCPL05N,6817338,3127520,584 5th Ave,Los Angeles,NY,82515,USA,MIS,6,8,6932039,ACTIVE,NB-IPVPN,6356889,MKQXSLV2,XM31JFHM,R5UA8JDF
2024-11-14T04:41:52.802558,modified,"{'CUST_ID': (nan, nan)}",6252896,517808,622039,453982,ZFBN4BJL,8170994,1429150,6654 Broadway,Nashville,GA,71248,USA,DMARC,3,15,0819906,PEND ADD,NB-IPVPN,0703627,YDJYTC99,LC0B0CJI,3EF0VYAG
2024-11-14T04:41:52.802558,modified,"{'COUNTRY_NAME': (nan, 'I8C4NXLR'), 'ADDRESS': (nan, nan), 'SERV_NAME': (nan, nan)}",4879252,383811,847776,272955,STE85PAG,4136180,1413390,9518 5th Ave,Los Angeles,TX,69140,USA,DMARC,1,45,4761327,ACTIVE,MIS,6355179,XQSXZ8GX,7YBG911K,QV4ZDKFH
2024-11-14T04:41:52.802558,modified,"{'SERV_ID': (nan, nan)}",9630485,655931,504743,315789,TX22FRX0,6523346,3126387,6968 Broadway,Los Angeles,NY,55021,USA,MIS,4,13,8471224,PEND ADD,OPT-E-MAN,3858733,LE7S45YV,8ONR2RJ4,7WIP28TC
2024-11-14T10:41:52.802558,added,,9450716,994299,777296,091306,I6TLRAI0,2160340,7734643,4616 Broadway,Nashville,NY,53675,USA,MIS,5,5,9557284,ACTIVE,OPT-E-MAN,5110410,8Z2STZMV,BI7J5BMW,WQN7WUKG
2024-11-14T10:41:52.802558,added,,4592068,065744,633671,372395,D953MXSP,9449503,7639383,706 Main St,Dallas,CA,66427,USA,TELCO,6,19,5765488,ACTIVE,NB-IPVPN,8530496,VSKPMHBK,781RRUXC,Y6BRK29A
2024-11-14T10:41:52.802558,added,,5817288,782491,229040,815405,5N63GJCS,6568430,4769667,5251 5th Ave,Dallas,TX,23965,USA,TELCO,10,12,3347106,ACTIVE,OPT-E-MAN,4157936,J0ECAN43,6ZX8FKTJ,FGQ8R84N
2024-11-14T10:41:52.802558,added,,8721987,830969,143050,066528,OXABXZST,1895885,7718326,7147 Main St,Atlanta,GA,76138,USA,RTA,7,20,4079817,PEND ADD,MIS,9573332,X1WALNVU,1VUQJQSU,F85IW5FL
2024-11-14T10:41:52.802558,deleted,,2625019,340958,269524,816442,6526OZAT,7956810,1276938,809 Main St,Los Angeles,TX,59825,USA,DMARC,3,33,6760646,PEND ADD,OPT-E-MAN,1147722,E0LWT9MZ,HH7GF4HD,A7MVSB1O
2024-11-14T10:41:52.802558,deleted,,2986740,224924,249268,193217,X0DR1OHJ,2204315,1889077,4192 Main St,Los Angeles,GA,98539,USA,DMARC,3,11,5093171,ACTIVE,MIS,7611956,EFOIC13D,JM19Q4D0,E75DJ4JU
2024-11-14T10:41:52.802558,deleted,,5099523,792370,050737,054250,SSIAJPHO,4270893,8374608,227 Main St,Dallas,CA,05010,USA,MIS,3,14,3520132,ACTIVE,NB-IPVPN,8974230,EZOS2GMU,RKD1UM1I,C7S2RR0I
2024-11-14T10:41:52.802558,deleted,,7430921,142930,059079,450990,NBU7E9C1,6175349,8885779,8368 Broadway,New York,GA,83213,USA,TELCO,2,32,8233054,ACTIVE,OPT-E-MAN,0244362,BOPT6OPF,MQTZE9MI,RDV8T334
2024-11-14T10:41:52.802558,deleted,,6420647,704329,884821,507036,X9ICBKYR,0287510,1391972,8855 Broadway,Dallas,TN,66928,USA,RTA,8,17,9638214,PEND ADD,OPT-E-MAN,4309485,ICYWM4NC,Q9FM3AOM,QBGIFO6L
2024-11-14T10:41:52.802558,modified,"{'LOC_ID': (nan, 'DFKGQCYE'), 'BUILDING': (nan, nan)}",3621621,639053,618552,127181,YVB2XVZ8,8807301,3127299,5596 Broadway,Nashville,CA,39498,USA,DMARC,10,42,9252314,PEND ADD,MIS,0363771,5ZJ0SHNE,BIZGOR3G,PDCLV5P3
2024-11-14T10:41:52.802558,modified,"{'ADDRESS': (nan, '2RJFJLTF'), 'SERVICE_ACCOUNT_ID': (nan, 'D26NRSSZ')}",8073717,420202,697922,659918,AI80TU69,0039109,0987353,6072 1st Ave,Nashville,CA,55538,USA,RTA,3,2,3500189,PEND ADD,NB-IPVPN,8268602,7QX04ELY,D9PAYGIX,7D4L539O
2024-11-14T10:41:52.802558,modified,"{'CITY': (nan, nan), 'ZIP': (nan, 'PTYTJFZ3')}",6556146,445438,757129,135892,NQRV5S4E,8160230,9494953,585 Market St,Los Angeles,CA,25409,USA,RTA,1,8,7033884,PEND ADD,OPT-E-MAN,9983802,697Z5PLQ,TI367ZUQ,X92ZMWJY
2024-11-14T10:41:52.802558,modified,"{'FLOOR': (nan, nan), 'ACCOUNT_ID': (nan, nan)}",4628841,702086,097007,959074,QOH5CSD5,8676351,6377704,3994 5th Ave,Los Angeles,NY,22825,USA,RTA,7,41,2106511,ACTIVE,OPT-E-MAN,3278811,D37MXZR5,6OQD5MQF,ZEG2YOXE
2024-11-14T16:41:52.802558,added,,8052103,429308,587137,324155,JF7KUWKG,5215850,0141350,5125 Market St,Dallas,CA,55343,USA,RTA,10,6,9889004,ACTIVE,MIS,3311021,C2KDAZP5,ATV1FNSV,ESKL8UYK
2024-11-14T16:41:52.802558,added,,4373867,451126,982127,716645,WWYT770B,9137530,4556678,6049 5th Ave,Atlanta,GA,71684,USA,DMARC,7,42,1337293,PEND ADD,NB-IPVPN,9590725,MAN235CB,OFMUVW4X,KZI10TZD
2024-11-14T16:41:52.802558,deleted,,6919968,744881,216364,846482,L0ZYY7PJ,4817557,7979573,8836 Broadway,Nashville,TN,19165,USA,MIS,2,15,6083903,ACTIVE,MIS,5278391,CVZFB2Z4,QOG1S5E7,CAOAVXKQ
2024-11-14T16:41:52.802558,deleted,,5475412,903067,452489,192989,NY4PTRHI,3898227,7731822,8351 Broadway,Los Angeles,GA,25952,USA,RTA,8,34,0038974,PEND ADD,MIS,9954716,B8PNOQTN,ALPQ294G,V9MFDIER
2024-11-14T16:41:52.802558,deleted,,7796546,878317,274472,750718,ZVFYEBKW,7213088,5796699,7589 Market St,Atlanta,NY,32331,USA,MIS,3,48,6166515,PEND ADD,OPT-E-MAN,6136433,9ICCEZTJ,O8GKV7ZR,IR3PPNMY
2024-11-14T16:41:52.802558,deleted,,5360602,483995,056413,243172,YDSJ4AIR,0344805,7857658,2515 Main St,Nashville,TN,01478,USA,DMARC,5,43,8943241,PEND ADD,OPT-E-MAN,5554137,KH0K8VJ0,0VJD8W70,V26HPW6L
2024-11-14T16:41:52.802558,deleted,,2071952,657936,506274,434900,1AMDZPRH,6565598,2170416,261 5th Ave,New York,TN,18486,USA,DMARC,7,31,2190989,PEND ADD,OPT-E-MAN,8208244,9LQV22WF,EP752SZN,WI5A5C7M
2024-11-14T16:41:52.802558,deleted,,2729368,703026,695188,533949,WA9IIO4L,3414217,3299796,4078 Main St,Dallas,TX,41507,USA,DMARC,9,42,6473407,ACTIVE,OPT-E-MAN,4327927,V24TT97Y,T2Q1F8KB,XR8P8M3C
2024-11-14T16:41:52.802558,modified,"{'CUST_NAME': (nan, 'VMLN3YVG'), 'LOC_ID': (nan, 'GR1K0H11'), 'PORT_STATE': (nan, nan)}",1743296,394326,071960,802070,4KN6P33C,9670915,2019366,3421 Broadway,Atlanta,TN,91580,USA,TELCO,4,29,7418025,ACTIVE,OPT-E-MAN,3201149,719P8IAA,36IO53GT,MD7SQGR5
2024-11-14T16:41:52.802558,modified,"{'CUST_ID': (nan, 'A87QGRG7'), 'CKT_ID': (nan, 'BBB3N5S4'), 'ACC_CKT': (nan, nan)}",6103787,489234,056107,717597,2D3GXQ6V,3542404,6850906,736 Market St,Los Angeles,GA,45332,USA,RTA,4,7,7040656,PEND ADD,MIS,0587233,9VE8IDG2,7AYTMIBJ,IOQXH698
2024-11-14T16:41:52.802558,modified,"{'CUST_ID': (nan, 'JGR9YFEU'), 'ACC_CKT': (nan, '68ARAHK4')}",8644587,740530,680109,623961,OW22GAT6,6685463,1962663,1425 1st Ave,New York,GA,03747,USA,RTA,6,23,7986208,PEND ADD,OPT-E-MAN,9631319,5YIE3GUE,7LKXDGDP,EII013I0
2024-11-14T16:41:52.802558,modified,"{'CUST_ID': (nan, 'Q9QCGMBB'), 'ZIP': (nan, 'QWY2SP55')}",6508531,169983,385644,239060,DXADIW9N,0309174,2854123,856 Broadway,Nashville,NY,94456,USA,TELCO,6,35,0712155,PEND ADD,NB-IPVPN,9316187,9NV48BL1,T533FD76,T36K7LQQ
2024-11-14T16:41:52.802558,modified,"{'ACC_CKT': (nan, nan), 'ACCOUNT_ID': (nan, 'IJVIOLFB'), 'COUNTRY_NAME': (nan, '3LWX1THB')}",7628565,365866,366943,769257,1OYA9BIT,8971184,5076344,1569 Broadway,Nashville,NY,61470,USA,RTA,1,41,8358988,ACTIVE,MIS,3797710,8W1QGO0J,CP2VFIN6,8TP0N38B
2024-11-14T22:41:52.802558,added,,8552070,550279,102283,477787,M2YDDX7L,1818076,0408244,6654 Market St,New York,NY,63573,USA,DMARC,2,32,7338618,ACTIVE,NB-IPVPN,6522069,KPWN2LYE,KZGFZZ0O,ZXZA7I96
2024-11-14T22:41:52.802558,added,,8469242,307793,280772,587840,KGQHMCT1,9788162,4219535,8167 Broadway,Los Angeles,CA,14134,USA,RTA,9,10,9848089,PEND ADD,MIS,8885354,JPDM5J73,MCETN7SN,P3F280G2
2024-11-14T22:41:52.802558,added,,1929809,543456,576371,972341,T5TMSFNO,5392247,6281827,6965 Main St,New York,NY,79058,USA,TELCO,10,22,5217035,ACTIVE,NB-IPVPN,0620517,0S65VFE6,W7YXHL0N,4B1KJI46
2024-11-14T22:41:52.802558,added,,9832190,123525,269932,251565,SN7GZLAY,3861871,8855400,9908 1st Ave,New York,NY,84120,USA,MIS,5,28,1370188,PEND ADD,NB-IPVPN,2582041,0Z82WIPV,RA8T3CB3,295QU9XC
2024-11-14T22:41:52.802558,deleted,,2448717,624712,078876,382972,SLBDOU4P,6731496,1140208,6551 5th Ave,Los Angeles,CA,07347,USA,RTA,10,34,0875069,PEND ADD,NB-IPVPN,7176890,RWCL94VE,56VJYNFA,SHJ3CUQH
2024-11-14T22:41:52.802558,deleted,,7116610,044016,937452,769911,BUPH42I1,4237219,0955354,5080 5th Ave,Atlanta,TN,10648,USA,TELCO,3,8,6877805,PEND ADD,OPT-E-MAN,2405544,9L9PKY7B,JOE5JTQ7,EAJINB61
2024-11-14T22:41:52.802558,deleted,,9430724,101453,249349,509315,GTJM9YNS,6704913,2045158,7994 5th Ave,New York,NY,05459,USA,RTA,9,36,5180172,ACTIVE,NB-IPVPN,2468287,TZ819VXG,D8BYMP73,30E1YREX
2024-11-14T22:41:52.802558,modified,"{'ZIP': (nan, '6KHFS9U3')}",3853378,618144,824846,126772,T7IU683W,8498529,6515892,7359 Main St,Nashville,TN,66586,USA,RTA,7,20,2809612,ACTIVE,OPT-E-MAN,2970679,5AL4IOTA,2LHISZ2K,042484TR
2024-11-14T22:41:52.802558,modified,"{'CUST_ID': (nan, '8DFJSMFD'), 'MCN': (nan, 'YXT0W4H4'), 'SERVICE_ACCOUNT_ID': (nan, 'I52XUAOX')}",2818710,119331,995380,975781,US65UCNC,0763435,8538644,4916 Broadway,Dallas,TN,47506,USA,DMARC,5,6,6953075,ACTIVE,OPT-E-MAN,3140660,XZVT6JIE,MRFE3Q7P,6YZ3HT7I
2024-11-15T04:41:52.802558,added,,6355181,696156,340423,351775,GDWZUCKU,2771767,7093268,7336 Main St,Los Angeles,NY,00333,USA,DMARC,5,9,9692843,PEND ADD,OPT-E-MAN,4063672,U9ZZC44Z,X2N0AKLK,MG7742KR
2024-11-15T04:41:52.802558,added,,6734015,395261,846994,286045,DOWDPHR0,0107737,1533664,7085 Main St,Atlanta,TN,91076,USA,TELCO,4,48,7414940,ACTIVE,OPT-E-MAN,5803001,VPSSO2IS,CWOGXTOS,Q24HQ83N
2024-11-15T04:41:52.802558,added,,6180764,403786,870738,011674,S1UT04KY,2326825,8721083,2743 Broadway,Nashville,CA,54243,USA,DMARC,2,49,2763541,PEND ADD,MIS,3687190,TFCYSPAL,WM7R3591,ILXWYW8Q
2024-11-15T04:41:52.802558,deleted,,1896644,958648,359390,328855,0WDM7LD6,0463612,6103204,4248 1st Ave,Los Angeles,NY,11357,USA,MIS,9,29,5313433,PEND ADD,OPT-E-MAN,5061518,2X0GMMQL,30FKYDCW,E5YGHQS5
2024-11-15T04:41:52.802558,deleted,,3550746,156507,472735,835367,WTIJHADM,8951066,9639695,2344 5th Ave,Atlanta,GA,71346,USA,TELCO,7,14,8556829,ACTIVE,NB-IPVPN,3918887,RR9EEL5O,99IIMX9P,TOCGIL9W
2024-11-15T04:41:52.802558,deleted,,7615149,714602,860079,967690,9AKE3DCB,1034498,8489751,2667 5th Ave,Dallas,CA,94554,USA,TELCO,3,44,7070326,PEND ADD,MIS,0579768,QVHVLNO6,ABWW5O2B,65MEXG8I
2024-11-15T04:41:52.802558,deleted,,2147575,958782,695461,309960,LIKRKWTE,4414588,4181977,2340 Main St,Dallas,CA,58693,USA,DMARC,5,46,2886302,ACTIVE,MIS,6423245,T9X70DPE,PO78MLNK,RBU7PCOI
2024-11-15T04:41:52.802558,deleted,,0742355,523976,553149,391752,XA3QTMCH,3819095,4834394,5685 5th Ave,Dallas,CA,39680,USA,MIS,3,30,1255733,ACTIVE,OPT-E-MAN,9705508,SI40Y52U,C4N4V1FZ,ET4MUC8K
2024-11-15T04:41:52.802558,modified,"{'LOC_ID': (nan, 'LQ4J96MB')}",7598952,705760,269595,514963,HI4G2CGJ,8693251,3837104,7355 Market St,Dallas,TX,64133,USA,RTA,5,34,2929708,PEND ADD,OPT-E-MAN,9721987,LL7R2900,O7O9KV9U,UWCP0GQ4
2024-11-15T04:41:52.802558,modified,"{'FLOOR': (nan, nan), 'ZIP': (nan, nan), 'SERV_ACC_PT_ID': (nan, 'RCA5SK88')}",8248373,687337,824417,162047,F7E6ITP5,6992846,9735370,1552 Broadway,Atlanta,GA,70967,USA,RTA,9,19,2740035,PEND ADD,NB-IPVPN,5504039,PGV2A5R8,FK4P8WAG,FUFN3EAW
2024-11-15T04:41:52.802558,modified,"{'LOC_ID': (nan, nan)}",4984408,213816,600066,352640,EXXAN713,4970381,4666117,2365 Main St,Atlanta,CA,26115,USA,TELCO,3,35,0496212,ACTIVE,MIS,4523529,0AXE0W1S,ZKNXMIDA,UT5YDEUT
2024-11-15T04:41:52.802558,modified,"{'CKT_ID': (nan, 'D2TWOY4W'), 'CUST_NAME': (nan, '9WRJXE13')}",2649477,968073,054651,264953,UG6NF93S,8923327,4520971,6157 Main St,Los Angeles,GA,34049,USA,MIS,6,23,6870392,ACTIVE,OPT-E-MAN,0047277,QXAA69BN,C6JZDW69,AGCFZVOP
2024-11-15T04:41:52.802558,modified,"{'ROOM': (nan, 'Q6K3MHQE'), 'FLOOR': (nan, 'EJ06K6RE')}",7666589,525500,813293,432871,4VZU3P5Y,0406460,7660748,3645 Broadway,Dallas,GA,48230,USA,RTA,8,24,7548245,ACTIVE,NB-IPVPN,6769165,L0KWPDP3,KWII06OU,C2F3ZMF3
2024-11-15T10:41:52.802558,added,,3780214,051086,690898,389207,NOEKCC0M,7705889,0501992,6562 5th Ave,New York,TX,41139,USA,MIS,3,29,3057128,ACTIVE,NB-IPVPN,2611091,A4MPJQD5,0KXKDG3A,SSV2XYPL
2024-11-15T10:41:52.802558,added,,7212910,918675,087679,518182,1BA9CFQ9,0347173,7979370,2214 Main St,Los Angeles,TX,16411,USA,DMARC,7,46,8017169,PEND ADD,OPT-E-MAN,9506171,RAN373HF,KJZRR6TT,IXTJNQTB
2024-11-15T10:41:52.802558,added,,1978038,643755,086811,241744,VEG2QVDA,8462838,3459736,951 Broadway,Dallas,GA,01270,USA,TELCO,9,23,6079406,ACTIVE,NB-IPVPN,5358342,BF5V63J9,DF774XBM,XAR14O94
2024-11-15T10:41:52.802558,added,,5864523,302261,879258,006811,DOFK088I,8518767,0680021,7892 Market St,Los Angeles,TN,68735,USA,RTA,10,18,8799723,ACTIVE,NB-IPVPN,0480340,31IURHB6,UL8FND47,B806YRCE
2024-11-15T10:41:52.802558,added,,9422560,331127,089278,682170,2XMJNR3C,8622417,8735495,9488 5th Ave,Atlanta,CA,24276,USA,RTA,6,27,6227972,PEND ADD,OPT-E-MAN,6040891,MQ7AS2FX,ZKTDVNSR,5IYFS004
2024-11-15T10:41:52.802558,deleted,,2752529,446640,568754,866696,M6N6YJEL,5941017,1601117,3884 1st Ave,Los Angeles,TX,52850,USA,MIS,2,43,6207056,ACTIVE,OPT-E-MAN,6830209,P6TEY4WQ,XER6UUYQ,M8KZJTSD
2024-11-15T10:41:52.802558,deleted,,2665879,128267,301741,673308,8PDHFZG2,6532179,4236915,2995 1st Ave,New York,NY,78203,USA,MIS,3,39,4725361,PEND ADD,NB-IPVPN,6840234,M9KI5CSN,37NLX906,H2Z1UIAM
2024-11-15T10:41:52.802558,modified,"{'IOC1': (nan, nan), 'SERV_NAME': (nan, 'FAE4NTR3')}",3380480,102046,227650,380082,AIE1RR54,5093319,1088995,8717 Broadway,Atlanta,NY,42922,USA,TELCO,4,7,4909673,PEND ADD,OPT-E-MAN,9335020,U7L6KJLB,EKKEG59Q,SGH1BGSS
2024-11-15T10:41:52.802558,modified,"{'CUST_NAME': (nan, nan), 'ROOM': (nan, '4LU5EZQP'), 'ADDRESS': (nan, 'JIP95G7M')}",3750711,641678,700452,857679,6GSOOWIO,2576435,3010745,505 Main St,Los Angeles,TN,53420,USA,RTA,10,44,1818096,PEND ADD,MIS,0665042,TMNNTFY6,USK946U4,WPXRSH3B
